joints;type;strain;elasticity;linear density;role;length
"=""14,59""";Pull;0,06046;0,00007;0,00849;Ring;0.46255644
"=""14,55""";Pull;0,04535;0,00007;0,00849;Ring;0.45596258
"=""14,56""";Pull;0,00000;0,00007;0,00849;ColumnCross;0.55880495
"=""59,13""";Pull;0,04949;0,00007;0,00849;ColumnCross;0.75563619
"=""22,55""";Pull;0,04745;0,00007;0,00849;Ring;0.45687921
"=""22,51""";Pull;0,01965;0,00007;0,00849;Ring;0.44475644
"=""22,52""";Pull;0,00538;0,00007;0,00849;ColumnCross;0.72387582
"=""55,21""";Pull;0,03127;0,00007;0,00849;ColumnCross;0.74251278
"=""38,83""";Pull;0,06142;0,00007;0,00849;Ring;0.46297200
"=""38,79""";Pull;0,04485;0,00007;0,00849;Ring;0.45574757
"=""38,80""";Pull;0,00000;0,00007;0,00849;ColumnCross;0.57769054
"=""83,37""";Pull;0,05401;0,00007;0,00849;ColumnCross;0.75888362
"=""46,79""";Pull;0,05082;0,00007;0,00849;Ring;0.45834877
"=""46,75""";Pull;0,01807;0,00007;0,00849;Ring;0.44406387
"=""46,76""";Pull;0,00229;0,00007;0,00849;ColumnCross;0.72164790
"=""79,45""";Pull;0,03037;0,00007;0,00849;ColumnCross;0.74186617
"=""42,75""";Pull;0,04417;0,00007;0,00849;Ring;0.45544810
"=""42,83""";Pull;0,02934;0,00007;0,00849;Ring;0.44898162
"=""42,84""";Pull;0,01852;0,00007;0,00849;ColumnCross;0.73333164
"=""75,41""";Pull;0,04622;0,00007;0,00849;ColumnCross;0.75327883
"=""15,17""";Pull;0,01772;0,00008;0,00894;Triangle;0.81417878
"=""17,24""";Pull;0,03834;0,00008;0,00894;Ring;0.50323140
"=""24,15""";Pull;0,04542;0,00008;0,00894;Triangle;0.83633217
"=""16,19""";Pull;0,00572;0,00008;0,00894;Triangle;0.80457908
"=""19,21""";Pull;0,00783;0,00008;0,00894;Triangle;0.80626558
"=""21,16""";Pull;0,02832;0,00008;0,00894;Ring;0.49837310
"=""13,20""";Pull;0,02803;0,00008;0,00894;Ring;0.49823102
"=""20,23""";Pull;0,03589;0,00008;0,00894;Triangle;0.82870824
"=""23,13""";Pull;0,02895;0,00008;0,00894;Triangle;0.82316223
"=""20,14""";Pull;0,02673;0,00008;0,00894;Triangle;0.82138634
"=""14,21""";Pull;0,00387;0,00008;0,00894;Triangle;0.80309545
"=""21,20""";Pull;0,02254;0,00008;0,00894;Ring;0.49557371
"=""18,13""";Pull;0,02801;0,00008;0,00894;Triangle;0.82240910
"=""13,24""";Pull;0,04220;0,00008;0,00894;Ring;0.50510147
"=""24,18""";Pull;0,02464;0,00008;0,00894;Triangle;0.81971438
"=""17,16""";Pull;0,04263;0,00008;0,00894;Ring;0.50530975
"=""16,22""";Pull;0,00000;0,00008;0,00894;Triangle;0.76806128
"=""22,17""";Pull;0,01166;0,00008;0,00894;Triangle;0.80933171
"=""39,41""";Pull;0,01464;0,00008;0,00894;Triangle;0.81170939
"=""41,48""";Pull;0,03924;0,00008;0,00894;Ring;0.50366674
"=""48,39""";Pull;0,03344;0,00008;0,00894;Triangle;0.82674898
"=""40,43""";Pull;0,00272;0,00008;0,00894;Triangle;0.80217737
"=""43,45""";Pull;0,00971;0,00008;0,00894;Triangle;0.80776767
"=""45,40""";Pull;0,02474;0,00008;0,00894;Ring;0.49664101
"=""37,44""";Pull;0,02299;0,00008;0,00894;Ring;0.49579151
"=""44,47""";Pull;0,03275;0,00008;0,00894;Triangle;0.82619828
"=""47,37""";Pull;0,03325;0,00008;0,00894;Triangle;0.82660030
"=""44,38""";Pull;0,02404;0,00008;0,00894;Triangle;0.81923419
"=""38,45""";Pull;0,00697;0,00008;0,00894;Triangle;0.80557381
"=""45,44""";Pull;0,02244;0,00008;0,00894;Ring;0.49552492
"=""42,37""";Pull;0,03113;0,00008;0,00894;Triangle;0.82490273
"=""37,48""";Pull;0,04034;0,00008;0,00894;Ring;0.50420003
"=""48,42""";Pull;0,01770;0,00008;0,00894;Triangle;0.81415959
"=""41,40""";Pull;0,04150;0,00008;0,00894;Ring;0.50476178
"=""40,46""";Pull;0,00000;0,00008;0,00894;Triangle;0.77599387
"=""46,41""";Pull;0,00882;0,00008;0,00894;Triangle;0.80705493
"=""5,15""";Pull;0,10640;0,00009;0,00949;Ring;0.60324109
"=""5,23""";Pull;0,02444;0,00009;0,00949;Ring;0.55855574
"=""5,24""";Pull;0,00347;0,00009;0,00949;ColumnCross;0.90312074
"=""15,6""";Pull;0,10515;0,00009;0,00949;ColumnCross;0.99463668
"=""3,23""";Pull;0,10877;0,00009;0,00949;Ring;0.60453472
"=""3,19""";Pull;0,03601;0,00009;0,00949;Ring;0.56486578
"=""3,20""";Pull;0,00000;0,00009;0,00949;ColumnCross;0.73809221
"=""23,4""";Pull;0,09308;0,00009;0,00949;ColumnCross;0.98377261
"=""12,19""";Pull;0,10205;0,00009;0,00949;Ring;0.60087287
"=""12,15""";Pull;0,01545;0,00009;0,00949;Ring;0.55365564
"=""12,16""";Pull;0,00227;0,00009;0,00949;ColumnCross;0.90204596
"=""19,11""";Pull;0,08334;0,00009;0,00949;ColumnCross;0.97500810
"=""1,47""";Pull;0,08230;0,00009;0,00949;Ring;0.59010105
"=""1,43""";Pull;0,03543;0,00009;0,00949;Ring;0.56454917
"=""1,44""";Pull;0,00000;0,00009;0,00949;ColumnCross;0.80746865
"=""47,2""";Pull;0,06856;0,00009;0,00949;NexusCross;1.06665527
"=""11,43""";Pull;0,04455;0,00009;0,00949;Ring;0.56952074
"=""11,39""";Pull;0,01042;0,00009;0,00949;Ring;0.55090956
"=""11,40""";Pull;0,00000;0,00009;0,00949;ColumnCross;0.84420098
"=""43,12""";Pull;0,02058;0,00009;0,00949;NexusCross;1.01876108
"=""8,39""";Pull;0,06683;0,00009;0,00949;Ring;0.58166486
"=""8,47""";Pull;0,02584;0,00009;0,00949;Ring;0.55931869
"=""8,48""";Pull;0,00798;0,00009;0,00949;ColumnCross;0.90718124
"=""39,7""";Pull;0,06407;0,00009;0,00949;NexusCross;1.06217546
"=""7,3""";Pull;0,01933;0,00010;0,01000;Triangle;1.01933072
"=""3,11""";Pull;0,00000;0,00010;0,01000;Triangle;0.97577050
"=""11,7""";Pull;0,00628;0,00010;0,01000;Triangle;1.00628256
"=""8,2""";Pull;0,01494;0,00010;0,01000;Triangle;1.01493545
"=""2,9""";Pull;0,02114;0,00010;0,01000;Triangle;1.02114047
"=""9,8""";Pull;0,01616;0,00010;0,01000;Triangle;1.01616106
"=""6,1""";Pull;0,01858;0,00010;0,01000;Triangle;1.01857743
"=""1,12""";Pull;0,00228;0,00010;0,01000;Triangle;1.00227873
"=""12,6""";Pull;0,00001;0,00010;0,01000;Triangle;1.00001167
"=""5,4""";Pull;0,01251;0,00010;0,01000;Triangle;1.01250678
"=""4,10""";Pull;0,02829;0,00010;0,01000;Triangle;1.02829435
"=""10,5""";Pull;0,01484;0,00010;0,01000;Triangle;1.01484142
"=""2,6""";Pull;0,01383;0,00010;0,01000;Triangle;1.01382740
"=""6,10""";Pull;0,01609;0,00010;0,01000;Triangle;1.01609117
"=""10,2""";Pull;0,02079;0,00010;0,01000;Triangle;1.02079313
"=""4,35""";Pull;0,02434;0,00011;0,01049;Ring;0.68261355
"=""4,31""";Pull;0,05285;0,00011;0,01049;Ring;0.70160792
"=""4,32""";Pull;0,04068;0,00011;0,01049;ColumnCross;1.14474824
"=""35,3""";Pull;0,00065;0,00011;0,01049;ColumnCross;1.10071722
"=""9,31""";Pull;0,03462;0,00011;0,01049;Ring;0.68946023
"=""9,27""";Pull;0,04886;0,00011;0,01049;Ring;0.69895190
"=""9,28""";Pull;0,03974;0,00011;0,01049;ColumnCross;1.14371476
"=""31,10""";Pull;0,00693;0,00011;0,01049;ColumnCross;1.10762031
"=""7,27""";Pull;0,03284;0,00011;0,01049;Ring;0.68827929
"=""7,35""";Pull;0,04924;0,00011;0,01049;Ring;0.69920693
"=""7,36""";Pull;0,03774;0,00011;0,01049;ColumnCross;1.14151518
"=""27,8""";Pull;0,00515;0,00011;0,01049;ColumnCross;1.10566215
"=""27,29""";Pull;0,01324;0,00012;0,01095;Triangle;1.21589227
"=""29,36""";Pull;0,03399;0,00012;0,01095;Ring;0.75168494
"=""36,27""";Pull;0,01606;0,00012;0,01095;Triangle;1.21926782
"=""28,31""";Pull;0,01758;0,00012;0,01095;Triangle;1.22109459
"=""31,33""";Pull;0,01394;0,00012;0,01095;Triangle;1.21672491
"=""33,28""";Pull;0,03560;0,00012;0,01095;Ring;0.75285657
"=""25,32""";Pull;0,03743;0,00012;0,01095;Ring;0.75418085
"=""32,35""";Pull;0,01801;0,00012;0,01095;Triangle;1.22160898
"=""35,25""";Pull;0,01252;0,00012;0,01095;Triangle;1.21502557
"=""32,26""";Pull;0,02332;0,00012;0,01095;Triangle;1.22798760
"=""26,33""";Pull;0,02737;0,00012;0,01095;Triangle;1.23284374
"=""33,32""";Pull;0,03118;0,00012;0,01095;Ring;0.74964379
"=""30,25""";Pull;0,02609;0,00012;0,01095;Triangle;1.23130968
"=""25,36""";Pull;0,03251;0,00012;0,01095;Ring;0.75060580
"=""36,30""";Pull;0,02190;0,00012;0,01095;Triangle;1.22627855
"=""29,28""";Pull;0,03041;0,00012;0,01095;Ring;0.74908369
"=""28,34""";Pull;0,02108;0,00012;0,01095;Triangle;1.22529952
"=""34,29""";Pull;0,02756;0,00012;0,01095;Triangle;1.23306917
"=""30,63""";Pull;0,02637;0,00013;0,01149;Ring;0.82076109
"=""30,71""";Pull;0,05109;0,00013;0,01149;Ring;0.84052461
"=""30,72""";Pull;0,04025;0,00013;0,01149;ColumnCross;1.37313125
"=""63,29""";Pull;0,00000;0,00013;0,01149;ColumnCross;1.31928184
"=""26,71""";Pull;0,02579;0,00013;0,01149;Ring;0.82029235
"=""26,67""";Pull;0,05171;0,00013;0,01149;Ring;0.84102526
"=""26,68""";Pull;0,04070;0,00013;0,01149;ColumnCross;1.37372470
"=""71,25""";Pull;0,00000;0,00013;0,01149;ColumnCross;1.31799343
"=""34,67""";Pull;0,02626;0,00013;0,01149;Ring;0.82067117
"=""34,63""";Pull;0,05155;0,00013;0,01149;Ring;0.84089341
"=""34,64""";Pull;0,04062;0,00013;0,01149;ColumnCross;1.37362409
"=""67,33""";Pull;0,00006;0,00013;0,01149;ColumnCross;1.32007819
"=""63,65""";Pull;0,01033;0,00014;0,01200;Triangle;1.45487511
"=""65,72""";Pull;0,03330;0,00014;0,01200;Ring;0.90141801
"=""72,63""";Pull;0,01515;0,00014;0,01200;Triangle;1.46181215
"=""64,67""";Pull;0,01537;0,00014;0,01200;Triangle;1.46213981
"=""67,69""";Pull;0,01033;0,00014;0,01200;Triangle;1.45486852
"=""69,64""";Pull;0,03352;0,00014;0,01200;Ring;0.90161356
"=""61,68""";Pull;0,03358;0,00014;0,01200;Ring;0.90166123
"=""68,71""";Pull;0,01533;0,00014;0,01200;Triangle;1.46207886
"=""71,61""";Pull;0,01031;0,00014;0,01200;Triangle;1.45485200
"=""68,62""";Pull;0,02206;0,00014;0,01200;Triangle;1.47176627
"=""62,69""";Pull;0,01806;0,00014;0,01200;Triangle;1.46601227
"=""69,68""";Pull;0,02580;0,00014;0,01200;Ring;0.89487149
"=""66,61""";Pull;0,01805;0,00014;0,01200;Triangle;1.46598725
"=""61,72""";Pull;0,02588;0,00014;0,01200;Ring;0.89494793
"=""72,66""";Pull;0,02182;0,00014;0,01200;Triangle;1.47142026
"=""65,64""";Pull;0,02568;0,00014;0,01200;Ring;0.89477173
"=""64,70""";Pull;0,02196;0,00014;0,01200;Triangle;1.47162524
"=""70,65""";Pull;0,01808;0,00014;0,01200;Triangle;1.46603398
"=""62,66""";Pull;0,01386;0,00014;0,01200;Triangle;1.45995416
"=""66,70""";Pull;0,01391;0,00014;0,01200;Triangle;1.46002522
"=""70,62""";Pull;0,01393;0,00014;0,01200;Triangle;1.46006052
