joints;type;strain;elasticity;linear density;role;length
"=""34,67""";Pull;0,06469;0,00007;0,00810;Ring;0.42328263
"=""34,63""";Pull;0,02853;0,00007;0,00810;Ring;0.40890721
"=""34,64""";Pull;0,00000;0,00007;0,00810;ColumnCross;0.61309961
"=""67,33""";Pull;0,05530;0,00007;0,00810;ColumnCross;0.69254077
"=""30,63""";Pull;0,06466;0,00007;0,00810;Ring;0.42327074
"=""30,71""";Pull;0,02853;0,00007;0,00810;Ring;0.40890457
"=""30,72""";Pull;0,00000;0,00007;0,00810;ColumnCross;0.61294887
"=""63,29""";Pull;0,05525;0,00007;0,00810;ColumnCross;0.69250604
"=""42,75""";Pull;0,06487;0,00007;0,00810;Ring;0.42335482
"=""42,83""";Pull;0,02824;0,00007;0,00810;Ring;0.40879075
"=""42,84""";Pull;0,00000;0,00007;0,00810;ColumnCross;0.61260164
"=""75,41""";Pull;0,05569;0,00007;0,00810;ColumnCross;0.69279773
"=""38,83""";Pull;0,06510;0,00007;0,00810;Ring;0.42344423
"=""38,79""";Pull;0,02819;0,00007;0,00810;Ring;0.40877030
"=""38,80""";Pull;0,00000;0,00007;0,00810;ColumnCross;0.61257298
"=""83,37""";Pull;0,05597;0,00007;0,00810;ColumnCross;0.69297941
"=""46,79""";Pull;0,06486;0,00007;0,00810;Ring;0.42335057
"=""46,75""";Pull;0,02812;0,00007;0,00810;Ring;0.40874288
"=""46,76""";Pull;0,00000;0,00007;0,00810;ColumnCross;0.61142279
"=""79,45""";Pull;0,05556;0,00007;0,00810;ColumnCross;0.69271253
"=""15,17""";Pull;0,02261;0,00008;0,00866;Triangle;0.76695499
"=""17,24""";Pull;0,02575;0,00008;0,00866;Ring;0.46605707
"=""24,15""";Pull;0,01913;0,00008;0,00866;Triangle;0.76434651
"=""16,19""";Pull;0,01916;0,00008;0,00866;Triangle;0.76437042
"=""19,21""";Pull;0,02298;0,00008;0,00866;Triangle;0.76723321
"=""21,16""";Pull;0,02596;0,00008;0,00866;Ring;0.46615171
"=""13,20""";Pull;0,02643;0,00008;0,00866;Ring;0.46636880
"=""20,23""";Pull;0,01900;0,00008;0,00866;Triangle;0.76425023
"=""23,13""";Pull;0,02238;0,00008;0,00866;Triangle;0.76678706
"=""20,14""";Pull;0,00977;0,00008;0,00866;Triangle;0.75732669
"=""14,21""";Pull;0,01604;0,00008;0,00866;Triangle;0.76202986
"=""21,20""";Pull;0,03467;0,00008;0,00866;Ring;0.47010922
"=""18,13""";Pull;0,01587;0,00008;0,00866;Triangle;0.76190293
"=""13,24""";Pull;0,03487;0,00008;0,00866;Ring;0.47020309
"=""24,18""";Pull;0,00951;0,00008;0,00866;Triangle;0.75713151
"=""17,16""";Pull;0,03442;0,00008;0,00866;Ring;0.46999714
"=""16,22""";Pull;0,00921;0,00008;0,00866;Triangle;0.75691054
"=""22,17""";Pull;0,01618;0,00008;0,00866;Triangle;0.76213798
"=""27,29""";Pull;0,02260;0,00008;0,00866;Triangle;0.76695109
"=""29,36""";Pull;0,02611;0,00008;0,00866;Ring;0.46622159
"=""36,27""";Pull;0,01911;0,00008;0,00866;Triangle;0.76433149
"=""28,31""";Pull;0,01914;0,00008;0,00866;Triangle;0.76435498
"=""31,33""";Pull;0,02268;0,00008;0,00866;Triangle;0.76700807
"=""33,28""";Pull;0,02600;0,00008;0,00866;Ring;0.46617261
"=""25,32""";Pull;0,02608;0,00008;0,00866;Ring;0.46620913
"=""32,35""";Pull;0,01913;0,00008;0,00866;Triangle;0.76434417
"=""35,25""";Pull;0,02269;0,00008;0,00866;Triangle;0.76701865
"=""32,26""";Pull;0,00948;0,00008;0,00866;Triangle;0.75710783
"=""26,33""";Pull;0,01606;0,00008;0,00866;Triangle;0.76204769
"=""33,32""";Pull;0,03462;0,00008;0,00866;Ring;0.47008775
"=""30,25""";Pull;0,01602;0,00008;0,00866;Triangle;0.76201463
"=""25,36""";Pull;0,03468;0,00008;0,00866;Ring;0.47011616
"=""36,30""";Pull;0,00956;0,00008;0,00866;Triangle;0.75716899
"=""29,28""";Pull;0,03468;0,00008;0,00866;Ring;0.47011530
"=""28,34""";Pull;0,00949;0,00008;0,00866;Triangle;0.75711555
"=""34,29""";Pull;0,01602;0,00008;0,00866;Triangle;0.76201297
"=""39,41""";Pull;0,02288;0,00008;0,00866;Triangle;0.76715917
"=""41,48""";Pull;0,02430;0,00008;0,00866;Ring;0.46539735
"=""48,39""";Pull;0,01641;0,00008;0,00866;Triangle;0.76230384
"=""40,43""";Pull;0,01630;0,00008;0,00866;Triangle;0.76222809
"=""43,45""";Pull;0,02214;0,00008;0,00866;Triangle;0.76660569
"=""45,40""";Pull;0,02458;0,00008;0,00866;Ring;0.46552757
"=""37,44""";Pull;0,02377;0,00008;0,00866;Ring;0.46516044
"=""44,47""";Pull;0,01646;0,00008;0,00866;Triangle;0.76234431
"=""47,37""";Pull;0,02268;0,00008;0,00866;Triangle;0.76700960
"=""44,38""";Pull;0,00825;0,00008;0,00866;Triangle;0.75619116
"=""38,45""";Pull;0,01568;0,00008;0,00866;Triangle;0.76175722
"=""45,44""";Pull;0,03419;0,00008;0,00866;Ring;0.46989382
"=""42,37""";Pull;0,01603;0,00008;0,00866;Triangle;0.76202398
"=""37,48""";Pull;0,03373;0,00008;0,00866;Ring;0.46968531
"=""48,42""";Pull;0,00815;0,00008;0,00866;Triangle;0.75611381
"=""41,40""";Pull;0,03418;0,00008;0,00866;Ring;0.46988743
"=""40,46""";Pull;0,00877;0,00008;0,00866;Triangle;0.75657769
"=""46,41""";Pull;0,01575;0,00008;0,00866;Triangle;0.76181269
"=""12,19""";Pull;0,10794;0,00009;0,00935;Ring;0.58730333
"=""12,15""";Pull;0,01759;0,00009;0,00935;Ring;0.53940754
"=""12,16""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.78182993
"=""19,11""";Pull;0,09636;0,00009;0,00935;ColumnCross;0.95931406
"=""5,15""";Pull;0,12517;0,00009;0,00935;Ring;0.59643673
"=""5,23""";Pull;0,01815;0,00009;0,00935;Ring;0.53970793
"=""5,24""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.77484953
"=""15,6""";Pull;0,11467;0,00009;0,00935;ColumnCross;0.97533946
"=""3,23""";Pull;0,08843;0,00009;0,00935;Ring;0.57695821
"=""3,19""";Pull;0,02136;0,00009;0,00935;Ring;0.54140774
"=""3,20""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.77717965
"=""23,4""";Pull;0,07833;0,00009;0,00935;ColumnCross;0.94353725
"=""4,35""";Pull;0,09039;0,00009;0,00935;Ring;0.57799646
"=""4,31""";Pull;0,01895;0,00009;0,00935;Ring;0.54012815
"=""4,32""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.78312561
"=""35,3""";Pull;0,07921;0,00009;0,00935;ColumnCross;0.94430854
"=""9,31""";Pull;0,12567;0,00009;0,00935;Ring;0.59669770
"=""9,27""";Pull;0,01699;0,00009;0,00935;Ring;0.53909049
"=""9,28""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.77154043
"=""31,10""";Pull;0,11438;0,00009;0,00935;ColumnCross;0.97507936
"=""7,27""";Pull;0,10551;0,00009;0,00935;Ring;0.58601137
"=""7,35""";Pull;0,02165;0,00009;0,00935;Ring;0.54156119
"=""7,36""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.78129033
"=""27,8""";Pull;0,09561;0,00009;0,00935;ColumnCross;0.95865483
"=""1,47""";Pull;0,09159;0,00009;0,00935;Ring;0.57863654
"=""1,43""";Pull;0,01679;0,00009;0,00935;Ring;0.53898354
"=""1,44""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.78452030
"=""47,2""";Pull;0,07951;0,00009;0,00935;NexusCross;1.04764797
"=""11,43""";Pull;0,05126;0,00009;0,00935;Ring;0.55725588
"=""11,39""";Pull;0,02087;0,00009;0,00935;Ring;0.54114582
"=""11,40""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.81574277
"=""43,12""";Pull;0,04078;0,00009;0,00935;NexusCross;1.01006698
"=""8,39""";Pull;0,05409;0,00009;0,00935;Ring;0.55875746
"=""8,47""";Pull;0,01810;0,00009;0,00935;Ring;0.53968015
"=""8,48""";Pull;0,00000;0,00009;0,00935;ColumnCross;0.80472123
"=""39,7""";Pull;0,04111;0,00009;0,00935;NexusCross;1.01038848
"=""7,3""";Pull;0,00261;0,00010;0,01000;Triangle;1.00261040
"=""3,11""";Pull;0,00524;0,00010;0,01000;Triangle;1.00524296
"=""11,7""";Pull;0,00584;0,00010;0,01000;Triangle;1.00583740
"=""8,2""";Pull;0,01061;0,00010;0,01000;Triangle;1.01060923
"=""2,9""";Pull;0,00911;0,00010;0,01000;Triangle;1.00911393
"=""9,8""";Pull;0,00225;0,00010;0,01000;Triangle;1.00224516
"=""6,1""";Pull;0,01150;0,00010;0,01000;Triangle;1.01149832
"=""1,12""";Pull;0,00190;0,00010;0,01000;Triangle;1.00189770
"=""12,6""";Pull;0,00818;0,00010;0,01000;Triangle;1.00817719
"=""5,4""";Pull;0,00073;0,00010;0,01000;Triangle;1.00072892
"=""4,10""";Pull;0,00915;0,00010;0,01000;Triangle;1.00914634
"=""10,5""";Pull;0,00995;0,00010;0,01000;Triangle;1.00995186
"=""2,6""";Pull;0,00996;0,00010;0,01000;Triangle;1.00996254
"=""6,10""";Pull;0,01047;0,00010;0,01000;Triangle;1.01046544
"=""10,2""";Pull;0,00957;0,00010;0,01000;Triangle;1.00957301
