index;x;y;z
1;0,40834;0,80599;0,48296
2;0,22386;-0,54750;1,44887
3;-0,22386;0,54750;0,00000
4;-0,40834;-0,80599;0,96591
5;-0,90218;-0,04937;0,48296
6;0,36222;0,46762;1,44887
7;-0,36222;-0,46762;0,00000
8;0,90218;0,04937;0,96591
9;0,49384;-0,75663;0,48296
10;-0,58608;0,07988;1,44887
11;0,58608;-0,07988;0,00000
12;-0,49384;0,75663;0,96591
